Center Image,Left Image,Right Image,Steering,Throttle,Brake,Speed,moving average(if(abs(moving5 average9>original: Insert moving average)
/IMG/center_2018_01_08_18_19_55_681.jpg,/IMG/left_2018_01_08_18_19_55_681.jpg,/IMG/right_2018_01_08_18_19_55_681.jpg,0,0,0,9.714357,0.17000002
/IMG/center_2018_01_08_18_19_56_357.jpg,/IMG/left_2018_01_08_18_19_56_357.jpg,/IMG/right_2018_01_08_18_19_56_357.jpg,0,0,0,9.386809,0.17000002
/IMG/center_2018_01_08_18_19_57_043.jpg,/IMG/left_2018_01_08_18_19_57_043.jpg,/IMG/right_2018_01_08_18_19_57_043.jpg,0,0,0,9.088629,0.17000002
/IMG/center_2018_01_08_18_19_57_703.jpg,/IMG/left_2018_01_08_18_19_57_703.jpg,/IMG/right_2018_01_08_18_19_57_703.jpg,0.8500001,0,0,8.5759,0.8500001
/IMG/center_2018_01_08_18_19_58_359.jpg,/IMG/left_2018_01_08_18_19_58_359.jpg,/IMG/right_2018_01_08_18_19_58_359.jpg,0,0,0,8.177033,-0.16000002
/IMG/center_2018_01_08_18_19_59_031.jpg,/IMG/left_2018_01_08_18_19_59_031.jpg,/IMG/right_2018_01_08_18_19_59_031.jpg,0,0,0,7.917298,-0.16000002
/IMG/center_2018_01_08_18_19_59_683.jpg,/IMG/left_2018_01_08_18_19_59_683.jpg,/IMG/right_2018_01_08_18_19_59_683.jpg,0,0,0,7.650366,-0.16000002
/IMG/center_2018_01_08_18_20_00_374.jpg,/IMG/left_2018_01_08_18_20_00_374.jpg,/IMG/right_2018_01_08_18_20_00_374.jpg,0,0,0,7.392433,-0.16000002
/IMG/center_2018_01_08_18_20_01_044.jpg,/IMG/left_2018_01_08_18_20_01_044.jpg,/IMG/right_2018_01_08_18_20_01_044.jpg,-0.8000001,0,0,7.010279,-0.8000001
/IMG/center_2018_01_08_18_20_01_760.jpg,/IMG/left_2018_01_08_18_20_01_760.jpg,/IMG/right_2018_01_08_18_20_01_760.jpg,0,0,0,6.689023,0
/IMG/center_2018_01_08_18_20_02_388.jpg,/IMG/left_2018_01_08_18_20_02_388.jpg,/IMG/right_2018_01_08_18_20_02_388.jpg,0,0,0,6.463507,0
/IMG/center_2018_01_08_18_20_03_018.jpg,/IMG/left_2018_01_08_18_20_03_018.jpg,/IMG/right_2018_01_08_18_20_03_018.jpg,0,0,0,6.258258,0
/IMG/center_2018_01_08_18_20_03_660.jpg,/IMG/left_2018_01_08_18_20_03_660.jpg,/IMG/right_2018_01_08_18_20_03_660.jpg,0,1,0,10.04844,-0.17000002
/IMG/center_2018_01_08_18_20_04_319.jpg,/IMG/left_2018_01_08_18_20_04_319.jpg,/IMG/right_2018_01_08_18_20_04_319.jpg,0,0,0,9.789419,-0.17000002
/IMG/center_2018_01_08_18_20_04_975.jpg,/IMG/left_2018_01_08_18_20_04_975.jpg,/IMG/right_2018_01_08_18_20_04_975.jpg,0,0,0,9.478443,-0.17000002
/IMG/center_2018_01_08_18_20_05_660.jpg,/IMG/left_2018_01_08_18_20_05_660.jpg,/IMG/right_2018_01_08_18_20_05_660.jpg,0,0,0,9.158852,-0.17000002
/IMG/center_2018_01_08_18_40_58_108.jpg,/IMG/left_2018_01_08_18_40_58_108.jpg,/IMG/right_2018_01_08_18_40_58_108.jpg,-0.8500001,0,0,2.555343,-0.8500001
/IMG/center_2018_01_08_18_40_58_852.jpg,/IMG/left_2018_01_08_18_40_58_852.jpg,/IMG/right_2018_01_08_18_40_58_852.jpg,0,0,0,2.424281,0
/IMG/center_2018_01_08_18_41_00_003.jpg,/IMG/left_2018_01_08_18_41_00_003.jpg,/IMG/right_2018_01_08_18_41_00_003.jpg,0,0,0,2.347317,-0.17000002
/IMG/center_2018_01_08_18_41_00_743.jpg,/IMG/left_2018_01_08_18_41_00_743.jpg,/IMG/right_2018_01_08_18_41_00_743.jpg,0,0,0,2.268339,-0.17000002
/IMG/center_2018_01_08_18_41_01_500.jpg,/IMG/left_2018_01_08_18_41_01_500.jpg,/IMG/right_2018_01_08_18_41_01_500.jpg,0,0,0,2.191929,-0.33000004
/IMG/center_2018_01_08_18_41_02_249.jpg,/IMG/left_2018_01_08_18_41_02_249.jpg,/IMG/right_2018_01_08_18_41_02_249.jpg,0,0,0,2.122362,-0.33000004
/IMG/center_2018_01_08_18_41_02_984.jpg,/IMG/left_2018_01_08_18_41_02_984.jpg,/IMG/right_2018_01_08_18_41_02_984.jpg,-0.8500001,0,0,2.004556,-0.8500001
/IMG/center_2018_01_08_18_41_03_738.jpg,/IMG/left_2018_01_08_18_41_03_738.jpg,/IMG/right_2018_01_08_18_41_03_738.jpg,0,0,0,1.900804,-0.33000004
/IMG/center_2018_01_08_18_41_04_498.jpg,/IMG/left_2018_01_08_18_41_04_498.jpg,/IMG/right_2018_01_08_18_41_04_498.jpg,-0.8000001,0,0,1.804054,-0.8000001
/IMG/center_2018_01_08_18_41_05_246.jpg,/IMG/left_2018_01_08_18_41_05_246.jpg,/IMG/right_2018_01_08_18_41_05_246.jpg,0,0,0,1.714469,-0.34000004
/IMG/center_2018_01_08_18_41_05_993.jpg,/IMG/left_2018_01_08_18_41_05_993.jpg,/IMG/right_2018_01_08_18_41_05_993.jpg,-0.8500001,0,0,1.619318,-0.8500001
/IMG/center_2018_01_08_18_41_06_730.jpg,/IMG/left_2018_01_08_18_41_06_730.jpg,/IMG/right_2018_01_08_18_41_06_730.jpg,0,0,0,1.538058,-0.34000004
/IMG/center_2018_01_08_18_41_07_461.jpg,/IMG/left_2018_01_08_18_41_07_461.jpg,/IMG/right_2018_01_08_18_41_07_461.jpg,-0.8500001,0,0,1.452664,-0.8500001
/IMG/center_2018_01_08_18_41_08_187.jpg,/IMG/left_2018_01_08_18_41_08_187.jpg,/IMG/right_2018_01_08_18_41_08_187.jpg,0,0,0,1.375996,-0.33000004
/IMG/center_2018_01_08_18_41_08_923.jpg,/IMG/left_2018_01_08_18_41_08_923.jpg,/IMG/right_2018_01_08_18_41_08_923.jpg,0,1,0,5.132923,-0.53000004
/IMG/center_2018_01_08_18_41_09_674.jpg,/IMG/left_2018_01_08_18_41_09_674.jpg,/IMG/right_2018_01_08_18_41_09_674.jpg,-0.8500001,0,0,4.891324,-0.8500001
/IMG/center_2018_01_08_18_41_10_393.jpg,/IMG/left_2018_01_08_18_41_10_393.jpg,/IMG/right_2018_01_08_18_41_10_393.jpg,0,0,0,4.649914,-0.36000002
/IMG/center_2018_01_08_18_41_11_340.jpg,/IMG/left_2018_01_08_18_41_11_340.jpg,/IMG/right_2018_01_08_18_41_11_340.jpg,-0.8000001,0,0,4.411859,-0.8000001
/IMG/center_2018_01_08_18_41_13_050.jpg,/IMG/left_2018_01_08_18_41_13_050.jpg,/IMG/right_2018_01_08_18_41_13_050.jpg,-1,0,0,4.145834,-1
/IMG/center_2018_01_08_18_41_13_764.jpg,/IMG/left_2018_01_08_18_41_13_764.jpg,/IMG/right_2018_01_08_18_41_13_764.jpg,0,0,0,3.890616,0
/IMG/center_2018_01_08_18_41_14_471.jpg,/IMG/left_2018_01_08_18_41_14_471.jpg,/IMG/right_2018_01_08_18_41_14_471.jpg,0,0,0,3.767103,0
/IMG/center_2018_01_08_18_41_15_203.jpg,/IMG/left_2018_01_08_18_41_15_203.jpg,/IMG/right_2018_01_08_18_41_15_203.jpg,0,0,0,3.639673,0
/IMG/center_2018_01_08_18_41_15_900.jpg,/IMG/left_2018_01_08_18_41_15_900.jpg,/IMG/right_2018_01_08_18_41_15_900.jpg,0,0,0,3.517038,0
/IMG/center_2018_01_08_18_41_16_637.jpg,/IMG/left_2018_01_08_18_41_16_637.jpg,/IMG/right_2018_01_08_18_41_16_637.jpg,0,0,0,3.405392,0
/IMG/center_2018_01_08_18_41_17_389.jpg,/IMG/left_2018_01_08_18_41_17_389.jpg,/IMG/right_2018_01_08_18_41_17_389.jpg,0,0,0,3.290645,-0.17000002
/IMG/center_2018_01_08_18_41_18_085.jpg,/IMG/left_2018_01_08_18_41_18_085.jpg,/IMG/right_2018_01_08_18_41_18_085.jpg,0,0,0,3.179757,-0.17000002
/IMG/center_2018_01_08_18_41_18_818.jpg,/IMG/left_2018_01_08_18_41_18_818.jpg,/IMG/right_2018_01_08_18_41_18_818.jpg,0,0,0,3.078534,-0.17000002
/IMG/center_2018_01_08_18_41_19_567.jpg,/IMG/left_2018_01_08_18_41_19_567.jpg,/IMG/right_2018_01_08_18_41_19_567.jpg,0,0,0,2.974605,-0.17000002
/IMG/center_2018_01_08_18_41_20_322.jpg,/IMG/left_2018_01_08_18_41_20_322.jpg,/IMG/right_2018_01_08_18_41_20_322.jpg,-0.8500001,0,0,2.809566,-0.8500001
/IMG/center_2018_01_08_18_41_21_031.jpg,/IMG/left_2018_01_08_18_41_21_031.jpg,/IMG/right_2018_01_08_18_41_21_031.jpg,0,0,0,2.671389,-0.17000002
/IMG/center_2018_01_08_18_41_21_758.jpg,/IMG/left_2018_01_08_18_41_21_758.jpg,/IMG/right_2018_01_08_18_41_21_758.jpg,0,0,0,2.581381,-0.17000002
/IMG/center_2018_01_08_18_41_22_501.jpg,/IMG/left_2018_01_08_18_41_22_501.jpg,/IMG/right_2018_01_08_18_41_22_501.jpg,0,0,0,2.494406,-0.17000002
/IMG/center_2018_01_08_18_41_23_186.jpg,/IMG/left_2018_01_08_18_41_23_186.jpg,/IMG/right_2018_01_08_18_41_23_186.jpg,0,0,0,2.41523,-0.17000002
/IMG/center_2018_01_08_18_41_23_938.jpg,/IMG/left_2018_01_08_18_41_23_938.jpg,/IMG/right_2018_01_08_18_41_23_938.jpg,-0.8500001,0,0,2.281292,-0.8500001
/IMG/center_2018_01_08_18_41_24_658.jpg,/IMG/left_2018_01_08_18_41_24_658.jpg,/IMG/right_2018_01_08_18_41_24_658.jpg,0,0,0,2.163726,-0.17000002
/IMG/center_2018_01_08_18_41_25_391.jpg,/IMG/left_2018_01_08_18_41_25_391.jpg,/IMG/right_2018_01_08_18_41_25_391.jpg,0,0,0,2.095052,-0.17000002
/IMG/center_2018_01_08_18_41_26_117.jpg,/IMG/left_2018_01_08_18_41_26_117.jpg,/IMG/right_2018_01_08_18_41_26_117.jpg,0,0,0,2.024473,-0.17000002
/IMG/center_2018_01_08_18_41_26_855.jpg,/IMG/left_2018_01_08_18_41_26_855.jpg,/IMG/right_2018_01_08_18_41_26_855.jpg,-0.8500001,0,0,1.912196,-0.8500001
/IMG/center_2018_01_08_18_41_27_590.jpg,/IMG/left_2018_01_08_18_41_27_590.jpg,/IMG/right_2018_01_08_18_41_27_590.jpg,0,0,0,1.816725,-0.16000002
/IMG/center_2018_01_08_18_41_28_315.jpg,/IMG/left_2018_01_08_18_41_28_315.jpg,/IMG/right_2018_01_08_18_41_28_315.jpg,0,0,0,1.755528,-0.16000002
/IMG/center_2018_01_08_18_41_29_036.jpg,/IMG/left_2018_01_08_18_41_29_036.jpg,/IMG/right_2018_01_08_18_41_29_036.jpg,0,0,0,1.696393,-0.16000002
/IMG/center_2018_01_08_18_41_29_730.jpg,/IMG/left_2018_01_08_18_41_29_730.jpg,/IMG/right_2018_01_08_18_41_29_730.jpg,-0.8000001,0,0,1.610082,-0.8000001
/IMG/center_2018_01_08_18_41_30_472.jpg,/IMG/left_2018_01_08_18_41_30_472.jpg,/IMG/right_2018_01_08_18_41_30_472.jpg,0,0,0,1.529936,-0.17000002
/IMG/center_2018_01_08_18_41_31_172.jpg,/IMG/left_2018_01_08_18_41_31_172.jpg,/IMG/right_2018_01_08_18_41_31_172.jpg,0,0,0,1.478407,-0.17000002
/IMG/center_2018_01_08_18_41_31_913.jpg,/IMG/left_2018_01_08_18_41_31_913.jpg,/IMG/right_2018_01_08_18_41_31_913.jpg,0,0,0,1.431145,-0.17000002
/IMG/center_2018_01_08_18_41_32_642.jpg,/IMG/left_2018_01_08_18_41_32_642.jpg,/IMG/right_2018_01_08_18_41_32_642.jpg,-0.8500001,0,0,1.351506,-0.8500001
/IMG/center_2018_01_08_18_41_33_323.jpg,/IMG/left_2018_01_08_18_41_33_323.jpg,/IMG/right_2018_01_08_18_41_33_323.jpg,0,0,0,1.280826,0
/IMG/center_2018_01_08_18_41_34_038.jpg,/IMG/left_2018_01_08_18_41_34_038.jpg,/IMG/right_2018_01_08_18_41_34_038.jpg,0,0,0,1.240183,-0.17000002
/IMG/center_2018_01_08_18_41_34_638.jpg,/IMG/left_2018_01_08_18_41_34_638.jpg,/IMG/right_2018_01_08_18_41_34_638.jpg,0,0,0,1.19841,-0.37000002
/IMG/center_2018_01_08_18_41_35_209.jpg,/IMG/left_2018_01_08_18_41_35_209.jpg,/IMG/right_2018_01_08_18_41_35_209.jpg,0,1,0,5.194434,-0.37000002
/IMG/center_2018_01_08_18_41_35_882.jpg,/IMG/left_2018_01_08_18_41_35_882.jpg,/IMG/right_2018_01_08_18_41_35_882.jpg,0,0,0,5.0756,-0.37000002
/IMG/center_2018_01_08_18_41_36_474.jpg,/IMG/left_2018_01_08_18_41_36_474.jpg,/IMG/right_2018_01_08_18_41_36_474.jpg,-0.8500001,0,0,4.792545,-0.8500001
/IMG/center_2018_01_08_18_41_37_068.jpg,/IMG/left_2018_01_08_18_41_37_068.jpg,/IMG/right_2018_01_08_18_41_37_068.jpg,-1,0,0,4.512758,-1
/IMG/center_2018_01_08_18_41_37_652.jpg,/IMG/left_2018_01_08_18_41_37_652.jpg,/IMG/right_2018_01_08_18_41_37_652.jpg,0,0,0,4.243955,-0.16000002
/IMG/center_2018_01_08_18_41_38_261.jpg,/IMG/left_2018_01_08_18_41_38_261.jpg,/IMG/right_2018_01_08_18_41_38_261.jpg,0,0,0,4.100916,-0.16000002
/IMG/center_2018_01_08_18_41_38_822.jpg,/IMG/left_2018_01_08_18_41_38_822.jpg,/IMG/right_2018_01_08_18_41_38_822.jpg,0,0,0,3.9627,-0.16000002
/IMG/center_2018_01_08_18_41_39_406.jpg,/IMG/left_2018_01_08_18_41_39_406.jpg,/IMG/right_2018_01_08_18_41_39_406.jpg,-0.8000001,0,0,3.76034,-0.8000001
/IMG/center_2018_01_08_18_41_39_976.jpg,/IMG/left_2018_01_08_18_41_39_976.jpg,/IMG/right_2018_01_08_18_41_39_976.jpg,0,0,0,3.579293,0
/IMG/center_2018_01_08_18_41_40_564.jpg,/IMG/left_2018_01_08_18_41_40_564.jpg,/IMG/right_2018_01_08_18_41_40_564.jpg,0,0,0,3.458663,0
/IMG/center_2018_01_08_18_41_41_106.jpg,/IMG/left_2018_01_08_18_41_41_106.jpg,/IMG/right_2018_01_08_18_41_41_106.jpg,0,0,0,3.348844,0
/IMG/center_2018_01_08_18_41_41_735.jpg,/IMG/left_2018_01_08_18_41_41_735.jpg,/IMG/right_2018_01_08_18_41_41_735.jpg,0,0,0,3.235982,0
/IMG/center_2018_01_08_18_41_42_331.jpg,/IMG/left_2018_01_08_18_41_42_331.jpg,/IMG/right_2018_01_08_18_41_42_331.jpg,0,0,0,3.126925,0
/IMG/center_2018_01_08_18_41_42_891.jpg,/IMG/left_2018_01_08_18_41_42_891.jpg,/IMG/right_2018_01_08_18_41_42_891.jpg,0,0,0,3.027645,0
/IMG/center_2018_01_08_18_41_43_471.jpg,/IMG/left_2018_01_08_18_41_43_471.jpg,/IMG/right_2018_01_08_18_41_43_471.jpg,0,0,0,2.925419,0
/IMG/center_2018_01_08_18_41_44_046.jpg,/IMG/left_2018_01_08_18_41_44_046.jpg,/IMG/right_2018_01_08_18_41_44_046.jpg,0,0,0,2.826648,0
/IMG/center_2018_01_08_18_41_44_638.jpg,/IMG/left_2018_01_08_18_41_44_638.jpg,/IMG/right_2018_01_08_18_41_44_638.jpg,0,0,0,2.736902,-0.17000002
/IMG/center_2018_01_08_18_41_45_236.jpg,/IMG/left_2018_01_08_18_41_45_236.jpg,/IMG/right_2018_01_08_18_41_45_236.jpg,0,0,0,2.644665,-0.17000002
/IMG/center_2018_01_08_18_41_45_835.jpg,/IMG/left_2018_01_08_18_41_45_835.jpg,/IMG/right_2018_01_08_18_41_45_835.jpg,0,0,0,2.555535,-0.17000002
/IMG/center_2018_01_08_18_41_46_938.jpg,/IMG/left_2018_01_08_18_41_46_938.jpg,/IMG/right_2018_01_08_18_41_46_938.jpg,0,0,0,2.474392,-0.17000002
/IMG/center_2018_01_08_18_41_47_553.jpg,/IMG/left_2018_01_08_18_41_47_553.jpg,/IMG/right_2018_01_08_18_41_47_553.jpg,-0.8500001,0,0,2.337173,-0.8500001
/IMG/center_2018_01_08_18_41_48_118.jpg,/IMG/left_2018_01_08_18_41_48_118.jpg,/IMG/right_2018_01_08_18_41_48_118.jpg,0,0,0,2.216793,-0.17000002
/IMG/center_2018_01_08_18_41_48_814.jpg,/IMG/left_2018_01_08_18_41_48_814.jpg,/IMG/right_2018_01_08_18_41_48_814.jpg,0,0,0,2.145861,-0.17000002
/IMG/center_2018_01_08_18_41_49_399.jpg,/IMG/left_2018_01_08_18_41_49_399.jpg,/IMG/right_2018_01_08_18_41_49_399.jpg,0,0,0,2.073546,-0.17000002
/IMG/center_2018_01_08_18_41_49_981.jpg,/IMG/left_2018_01_08_18_41_49_981.jpg,/IMG/right_2018_01_08_18_41_49_981.jpg,-0.8500001,0,0,1.958439,-0.8500001
/IMG/center_2018_01_08_18_41_50_588.jpg,/IMG/left_2018_01_08_18_41_50_588.jpg,/IMG/right_2018_01_08_18_41_50_588.jpg,0,0,0,1.860699,-0.16000002
/IMG/center_2018_01_08_18_41_51_189.jpg,/IMG/left_2018_01_08_18_41_51_189.jpg,/IMG/right_2018_01_08_18_41_51_189.jpg,0,0,0,1.797999,-0.16000002
/IMG/center_2018_01_08_18_41_51_779.jpg,/IMG/left_2018_01_08_18_41_51_779.jpg,/IMG/right_2018_01_08_18_41_51_779.jpg,0,0,0,1.737412,-0.16000002
/IMG/center_2018_01_08_18_41_52_382.jpg,/IMG/left_2018_01_08_18_41_52_382.jpg,/IMG/right_2018_01_08_18_41_52_382.jpg,-0.8000001,0,0,1.648914,-0.8000001
/IMG/center_2018_01_08_18_41_52_979.jpg,/IMG/left_2018_01_08_18_41_52_979.jpg,/IMG/right_2018_01_08_18_41_52_979.jpg,0,0,0,1.566847,-0.17000002
/IMG/center_2018_01_08_18_41_53_626.jpg,/IMG/left_2018_01_08_18_41_53_626.jpg,/IMG/right_2018_01_08_18_41_53_626.jpg,0,0,0,1.514053,-0.17000002
/IMG/center_2018_01_08_18_41_54_379.jpg,/IMG/left_2018_01_08_18_41_54_379.jpg,/IMG/right_2018_01_08_18_41_54_379.jpg,0,0,0,1.465991,-0.17000002
/IMG/center_2018_01_08_18_41_55_127.jpg,/IMG/left_2018_01_08_18_41_55_127.jpg,/IMG/right_2018_01_08_18_41_55_127.jpg,0,1,0,5.450831,-0.17000002
/IMG/center_2018_01_08_18_41_55_881.jpg,/IMG/left_2018_01_08_18_41_55_881.jpg,/IMG/right_2018_01_08_18_41_55_881.jpg,-0.8500001,0,0,5.193684,-0.8500001
/IMG/center_2018_01_08_18_41_56_628.jpg,/IMG/left_2018_01_08_18_41_56_628.jpg,/IMG/right_2018_01_08_18_41_56_628.jpg,0,0,0,4.94857,-0.16000002
/IMG/center_2018_01_08_18_41_57_403.jpg,/IMG/left_2018_01_08_18_41_57_403.jpg,/IMG/right_2018_01_08_18_41_57_403.jpg,0,0,0,4.781764,-0.16000002
/IMG/center_2018_01_08_18_41_58_150.jpg,/IMG/left_2018_01_08_18_41_58_150.jpg,/IMG/right_2018_01_08_18_41_58_150.jpg,0,0,0,4.620583,-0.16000002
/IMG/center_2018_01_08_18_41_58_933.jpg,/IMG/left_2018_01_08_18_41_58_933.jpg,/IMG/right_2018_01_08_18_41_58_933.jpg,-0.8000001,0,0,4.38412,-0.8000001
/IMG/center_2018_01_08_18_41_59_666.jpg,/IMG/left_2018_01_08_18_41_59_666.jpg,/IMG/right_2018_01_08_18_41_59_666.jpg,0,0,0,4.175004,0
/IMG/center_2018_01_08_18_42_00_429.jpg,/IMG/left_2018_01_08_18_42_00_429.jpg,/IMG/right_2018_01_08_18_42_00_429.jpg,0,0,0,4.034046,-0.16000002
/IMG/center_2018_01_08_18_42_01_196.jpg,/IMG/left_2018_01_08_18_42_01_196.jpg,/IMG/right_2018_01_08_18_42_01_196.jpg,0,1,0,7.687044,-0.16000002
/IMG/center_2018_01_08_18_42_01_945.jpg,/IMG/left_2018_01_08_18_42_01_945.jpg,/IMG/right_2018_01_08_18_42_01_945.jpg,0,0,0,7.492175,-0.16000002
/IMG/center_2018_01_08_18_42_02_707.jpg,/IMG/left_2018_01_08_18_42_02_707.jpg,/IMG/right_2018_01_08_18_42_02_707.jpg,0,0,0,7.239446,-0.16000002
/IMG/center_2018_01_08_18_42_03_496.jpg,/IMG/left_2018_01_08_18_42_03_496.jpg,/IMG/right_2018_01_08_18_42_03_496.jpg,-0.8000001,0,0,6.865323,-0.8000001
/IMG/center_2018_01_08_18_42_04_271.jpg,/IMG/left_2018_01_08_18_42_04_271.jpg,/IMG/right_2018_01_08_18_42_04_271.jpg,0,0,0,6.550026,-0.17000002
/IMG/center_2018_01_08_18_42_05_059.jpg,/IMG/left_2018_01_08_18_42_05_059.jpg,/IMG/right_2018_01_08_18_42_05_059.jpg,0,0,0,6.329219,-0.17000002
/IMG/center_2018_01_08_18_42_05_947.jpg,/IMG/left_2018_01_08_18_42_05_947.jpg,/IMG/right_2018_01_08_18_42_05_947.jpg,0,0,0,6.128203,-0.17000002
/IMG/center_2018_01_08_18_42_06_879.jpg,/IMG/left_2018_01_08_18_42_06_879.jpg,/IMG/right_2018_01_08_18_42_06_879.jpg,-0.8500001,0,0,5.785703,-0.8500001
/IMG/center_2018_01_08_18_42_07_790.jpg,/IMG/left_2018_01_08_18_42_07_790.jpg,/IMG/right_2018_01_08_18_42_07_790.jpg,0,0,0,5.504339,0
/IMG/center_2018_01_08_18_42_08_709.jpg,/IMG/left_2018_01_08_18_42_08_709.jpg,/IMG/right_2018_01_08_18_42_08_709.jpg,0,0,0,5.329531,0
/IMG/center_2018_01_08_18_42_09_610.jpg,/IMG/left_2018_01_08_18_42_09_610.jpg,/IMG/right_2018_01_08_18_42_09_610.jpg,0,0,0,5.149875,0
/IMG/center_2018_01_08_18_42_10_531.jpg,/IMG/left_2018_01_08_18_42_10_531.jpg,/IMG/right_2018_01_08_18_42_10_531.jpg,0,0,0,4.976099,-0.16000002
/IMG/center_2018_01_08_18_42_11_461.jpg,/IMG/left_2018_01_08_18_42_11_461.jpg,/IMG/right_2018_01_08_18_42_11_461.jpg,0,0,0,4.818067,-0.16000002
/IMG/center_2018_01_08_18_42_12_384.jpg,/IMG/left_2018_01_08_18_42_12_384.jpg,/IMG/right_2018_01_08_18_42_12_384.jpg,0,0,0,4.655648,-0.16000002
/IMG/center_2018_01_08_18_42_13_305.jpg,/IMG/left_2018_01_08_18_42_13_305.jpg,/IMG/right_2018_01_08_18_42_13_305.jpg,0,1,0,8.510215,-0.16000002
/IMG/center_2018_01_08_18_42_14_214.jpg,/IMG/left_2018_01_08_18_42_14_214.jpg,/IMG/right_2018_01_08_18_42_14_214.jpg,-0.8000001,0,0,8.137215,-0.8000001
/IMG/center_2018_01_08_18_42_15_030.jpg,/IMG/left_2018_01_08_18_42_15_030.jpg,/IMG/right_2018_01_08_18_42_15_030.jpg,0,0,0,7.770351,0
/IMG/center_2018_01_08_18_42_15_820.jpg,/IMG/left_2018_01_08_18_42_15_820.jpg,/IMG/right_2018_01_08_18_42_15_820.jpg,0,0,0,7.50839,0
/IMG/center_2018_01_08_18_42_16_597.jpg,/IMG/left_2018_01_08_18_42_16_597.jpg,/IMG/right_2018_01_08_18_42_16_597.jpg,0,0,0,7.26991,-0.17000002
/IMG/center_2018_01_08_18_42_17_378.jpg,/IMG/left_2018_01_08_18_42_17_378.jpg,/IMG/right_2018_01_08_18_42_17_378.jpg,0,0,0,7.024824,-0.17000002
/IMG/center_2018_01_08_18_42_18_175.jpg,/IMG/left_2018_01_08_18_42_18_175.jpg,/IMG/right_2018_01_08_18_42_18_175.jpg,0,0,0,6.788005,-0.17000002
/IMG/center_2018_01_08_18_42_18_914.jpg,/IMG/left_2018_01_08_18_42_18_914.jpg,/IMG/right_2018_01_08_18_42_18_914.jpg,0,0,0,6.572416,-0.17000002
/IMG/center_2018_01_08_18_42_19_693.jpg,/IMG/left_2018_01_08_18_42_19_693.jpg,/IMG/right_2018_01_08_18_42_19_693.jpg,-0.8500001,0,0,6.204538,-0.8500001
/IMG/center_2018_01_08_18_42_20_425.jpg,/IMG/left_2018_01_08_18_42_20_425.jpg,/IMG/right_2018_01_08_18_42_20_425.jpg,0,0,0,5.9047,-0.17000002
/IMG/center_2018_01_08_18_42_21_185.jpg,/IMG/left_2018_01_08_18_42_21_185.jpg,/IMG/right_2018_01_08_18_42_21_185.jpg,0,0,0,5.717164,-0.17000002
/IMG/center_2018_01_08_18_42_21_959.jpg,/IMG/left_2018_01_08_18_42_21_959.jpg,/IMG/right_2018_01_08_18_42_21_959.jpg,0,0,0,5.524427,-0.17000002
/IMG/center_2018_01_08_18_42_22_754.jpg,/IMG/left_2018_01_08_18_42_22_754.jpg,/IMG/right_2018_01_08_18_42_22_754.jpg,-0.8500001,0,0,5.215968,-0.8500001
/IMG/center_2018_01_08_18_42_23_484.jpg,/IMG/left_2018_01_08_18_42_23_484.jpg,/IMG/right_2018_01_08_18_42_23_484.jpg,0,0,0,4.969886,0
/IMG/center_2018_01_08_18_42_24_280.jpg,/IMG/left_2018_01_08_18_42_24_280.jpg,/IMG/right_2018_01_08_18_42_24_280.jpg,0,0,0,4.802351,-0.17000002
/IMG/center_2018_01_08_18_42_25_042.jpg,/IMG/left_2018_01_08_18_42_25_042.jpg,/IMG/right_2018_01_08_18_42_25_042.jpg,0,0,0,4.640465,-0.17000002
/IMG/center_2018_01_08_18_42_25_800.jpg,/IMG/left_2018_01_08_18_42_25_800.jpg,/IMG/right_2018_01_08_18_42_25_800.jpg,0,1,0,8.270025,-0.17000002
/IMG/center_2018_01_08_18_42_26_562.jpg,/IMG/left_2018_01_08_18_42_26_562.jpg,/IMG/right_2018_01_08_18_42_26_562.jpg,0,0,0,8.059464,-0.17000002
/IMG/center_2018_01_08_18_42_27_324.jpg,/IMG/left_2018_01_08_18_42_27_324.jpg,/IMG/right_2018_01_08_18_42_27_324.jpg,-0.8500001,0,0,7.606168,-0.8500001
/IMG/center_2018_01_08_18_42_28_077.jpg,/IMG/left_2018_01_08_18_42_28_077.jpg,/IMG/right_2018_01_08_18_42_28_077.jpg,0,0,0,7.261625,-0.16000002
/IMG/center_2018_01_08_18_42_28_865.jpg,/IMG/left_2018_01_08_18_42_28_865.jpg,/IMG/right_2018_01_08_18_42_28_865.jpg,0,0,0,7.016817,-0.16000002
/IMG/center_2018_01_08_18_42_29_636.jpg,/IMG/left_2018_01_08_18_42_29_636.jpg,/IMG/right_2018_01_08_18_42_29_636.jpg,0,0,0,6.780261,-0.16000002
/IMG/center_2018_01_08_18_42_31_063.jpg,/IMG/left_2018_01_08_18_42_31_063.jpg,/IMG/right_2018_01_08_18_42_31_063.jpg,-0.8000001,0,0,6.430449,-0.8000001
/IMG/center_2018_01_08_18_42_32_450.jpg,/IMG/left_2018_01_08_18_42_32_450.jpg,/IMG/right_2018_01_08_18_42_32_450.jpg,0,0,0,6.13326,0
/IMG/center_2018_01_08_18_42_33_224.jpg,/IMG/left_2018_01_08_18_42_33_224.jpg,/IMG/right_2018_01_08_18_42_33_224.jpg,0,0,0,5.926503,0
/IMG/center_2018_01_08_18_42_34_019.jpg,/IMG/left_2018_01_08_18_42_34_019.jpg,/IMG/right_2018_01_08_18_42_34_019.jpg,0,1,0,9.50649,0
